requests_per_minute,session_duration,unique_pages,avg_click_interval,is_headless,user_agent_length,visit_count,label
17.4888,27.45,6,3.9209,1,35,8,1
2.7816,539.27,20,22.4695,0,154,25,0
5.5744,215.27,17,11.3299,0,150,20,0
95.9802,39.38,2,0.6352,1,65,63,1
134.0721,22.38,4,0.4567,1,45,50,1
745.4434,0.56,3,0.0939,0,98,7,1
2.6643,675.59,20,23.2962,0,123,30,0
3.0116,418.38,19,20.9189,0,106,21,0
9.2708,6.47,1,0,1,86,1,1
7.4359,32.28,4,10.7586,1,93,4,1
2.4671,753.93,25,25.1309,0,133,31,0
3.564,471.37,19,17.4583,0,138,28,0
0.9239,584.51,5,73.0633,0,138,9,0
24.2328,69.33,20,2.5677,0,106,28,0
83.3326,56.88,2,0.7292,1,48,79,1
6.9526,198.49,15,9.0222,0,106,23,0
18.2658,95.26,26,3.4021,0,142,29,0
3.4762,569.58,24,17.7995,0,127,33,0
198.8094,2.11,5,0.3521,0,72,7,1
21.1468,96.47,26,2.9233,0,122,34,0
22.3217,21.5,3,3.072,1,15,8,1
2.8617,629.01,22,21.6899,0,141,30,0
4.5662,433.62,23,13.5506,0,115,33,0
0.9021,665.13,5,73.9029,0,124,10,0
3.571,588.06,34,17.296,0,150,35,0
145.5857,4.12,8,0.4579,0,110,10,1
263.8271,1.82,5,0.2599,0,85,8,1
28.2275,25.51,7,2.3188,1,20,12,1
0.8509,634.66,2,79.3323,0,131,9,0
0.976,491.81,3,70.259,0,108,8,0
42.7383,44.92,30,1.4492,0,113,32,0
46.4323,21.97,4,1.373,1,24,17,1
7.0205,34.19,4,11.3952,1,93,4,1
2.2875,314.75,11,28.6134,0,134,12,0
5.0585,379.56,25,12.2439,0,111,32,0
37.0742,40.46,21,1.6858,0,140,25,0
44.0334,58.59,3,1.395,1,60,43,1
6.1692,272.32,23,10.0859,0,137,28,0
1.12,696.4,7,58.0333,0,147,13,0
1.4425,207.97,5,51.9922,0,120,5,0
45.5741,26.33,7,1.3858,1,18,20,1
1.9403,340.16,8,34.0156,0,138,11,0
2.5723,23.32,1,0,1,75,1,1
276.7781,20.59,4,0.2191,1,42,95,1
2.2644,847.92,22,27.3523,0,148,32,0
1.2392,532.61,2,53.2608,0,126,11,0
23.9509,15.03,2,3.0061,1,25,6,1
62.4272,3.84,3,1.2815,0,105,4,1
0.8087,370.95,2,92.7376,0,131,5,0
1.4936,723.07,10,42.5336,0,132,18,0
1.5519,579.95,15,41.4249,0,124,15,0
7.1547,268.36,30,8.6566,0,110,32,0
114.32,41.46,2,0.5316,1,35,79,1
3.5626,522.09,30,17.403,0,145,31,0
1.6823,855.97,22,37.216,0,108,24,0
7.0678,271.65,22,8.763,0,103,32,0
4.7031,369.97,19,13.2131,0,114,29,0
13.1404,114.15,22,4.7563,0,98,25,0
1.2551,573.66,9,52.1512,0,140,12,0
25.3177,9.48,4,3.1598,1,75,4,1
14.0159,107.02,17,4.4592,0,124,25,0
1.1226,53.45,1,0,1,92,1,1
1.462,287.28,4,47.8798,0,140,7,0
8.8796,182.44,21,7.0169,0,101,27,0
4.2866,433.91,25,14.4638,0,99,31,0
4.4745,160.91,12,14.6283,0,119,12,0
6.2027,58.04,6,11.6079,1,85,6,1
1.5138,554.9,8,42.6844,0,132,14,0
1.2663,615.95,4,51.3292,0,143,13,0
1.4137,806.39,12,44.7994,0,139,19,0
9.5701,194.36,30,6.4785,0,141,31,0
2.4713,461.3,18,25.6278,0,138,19,0
2.4878,795.87,32,24.871,0,153,33,0
0.8223,656.67,8,82.0841,0,115,9,0
0.9549,754.04,6,68.549,0,106,12,0
66.3973,20.78,2,0.9447,1,30,23,1
11.3574,147.92,27,5.4786,0,135,28,0
3.6326,49.55,3,24.7753,1,95,3,1
1.3617,881.28,17,46.3832,0,151,20,0
114.2495,3.68,6,0.6127,0,85,7,1
34.2052,54.38,29,1.8126,0,119,31,0
2.0382,412.12,9,31.7015,0,138,14,0
3.1378,650.13,27,19.7009,0,119,34,0
4.3976,450.24,23,14.07,0,109,33,0
2.2178,676.35,19,28.1811,0,101,25,0
1.5746,266.73,1,44.4552,0,111,7,0
1.4684,449.47,4,44.9467,0,121,11,0
5.6221,53.36,5,13.3401,1,85,5,1
146.1026,3.29,7,0.4693,0,72,8,1
6.3047,199.85,15,9.9926,0,112,21,0
0.7977,827.34,4,82.7343,0,135,11,0
1.9161,876.77,26,32.4729,0,147,28,0
1.4522,495.81,10,45.0739,0,112,12,0
98.9406,1.82,3,0.9096,0,80,3,1
6.6194,217.54,18,9.4584,0,109,24,0
1.9554,705.72,18,32.0782,0,154,23,0
1.7401,620.66,13,36.5096,0,130,18,0
5.4823,153.22,10,11.7863,0,142,14,0
93.155,37.36,3,0.6554,1,52,58,1
7.8934,76.01,6,8.4459,0,108,10,0
52.1654,11.5,7,1.278,1,30,10,1
2.6201,549.59,18,23.8952,0,132,24,0
4.2496,409.45,22,14.6232,0,127,29,0
3.8031,141.99,3,17.7488,0,140,9,0
2.3361,821.9,27,26.5129,0,108,32,0
2.1842,824.09,30,28.4168,0,109,30,0
3.4745,518.06,21,17.8642,0,119,30,0
3.4391,540.85,22,18.0282,0,153,31,0
1.8279,525.18,6,35.0121,0,100,16,0
86.527,25.66,3,0.7127,1,38,37,1
18.1988,56.05,9,3.503,0,123,17,0
80.665,2.23,3,1.1157,0,98,3,1
3.1282,57.54,3,28.7709,1,95,3,1
5.0652,130.3,2,13.0301,0,150,11,0
69.4347,37.16,1,0.8847,1,38,43,1
3.8513,311.58,13,16.3991,0,126,20,0
2.8315,741.66,25,21.8134,0,121,35,0
2.8003,664.23,26,22.1409,0,103,31,0
1.4073,639.52,5,45.68,0,99,15,0
0.9029,863.91,9,71.9922,0,109,13,0
1.1387,843.04,7,56.2024,0,128,16,0
85.1771,2.82,4,0.9392,0,80,4,1
10.0613,184.87,27,6.1622,0,99,31,0
131.2895,2.74,6,0.5484,0,72,6,1
6.7854,44.21,5,11.0531,1,75,5,1
1.6172,704.94,11,39.1635,0,133,19,0
4.2985,307.08,14,14.6229,0,122,22,0
6.0538,327.07,32,10.2208,0,137,33,0
2.6776,268.9,3,24.4454,0,116,12,0
2.3647,431.34,13,26.9587,0,93,17,0
1.9232,717.56,13,32.6163,0,93,23,0
1.9958,841.78,21,31.1771,0,112,28,0
4.1622,504.54,30,14.8393,0,130,35,0
2.3707,835.19,26,26.0997,0,125,33,0
7.8017,30.76,4,10.2541,1,88,4,1
4.5105,279.35,12,13.9673,0,103,21,0
41.5738,41.85,27,1.4948,0,95,29,0
33.9334,38.9,13,1.8524,0,130,22,0
96.7488,3.72,6,0.7442,0,80,6,1
2.8855,727.79,35,21.4056,0,127,35,0
1.7189,663.21,18,36.8452,0,140,19,0
1.0376,693.89,8,63.0805,0,129,12,0
2.4134,522.09,15,26.1047,0,152,21,0
0.8184,733.17,5,81.4634,0,125,10,0
130.1689,4.15,8,0.5186,0,76,9,1
1.7956,868.81,24,34.7522,0,160,26,0
1.6507,363.49,3,40.3879,0,130,10,0
2.5491,588.45,21,24.5185,0,107,25,0
11.4261,78.77,5,5.6262,0,146,15,0
1.406,640.12,15,45.7229,0,132,15,0
227.0531,24.84,2,0.2671,1,52,94,1
2.2793,842.37,23,27.1732,0,127,32,0
182.7012,7.88,5,0.3427,1,20,24,1
1.2273,879.97,11,51.7632,0,139,18,0
1.3159,364.76,8,52.1085,0,108,8,0
2.1977,682.55,23,28.4394,0,105,25,0
3.9123,383.4,23,15.9751,0,107,25,0
38.9321,33.91,1,1.6145,1,42,22,1
2.0694,695.85,21,30.2545,0,105,24,0
22.3937,40.19,12,2.8707,0,116,15,0
2.9276,409.89,18,21.5729,0,122,20,0
58.5911,17.41,7,1.088,1,24,17,1
17.5617,27.33,4,3.9046,1,28,8,1
18.8467,28.65,6,3.5815,1,22,9,1
130.5861,3.68,6,0.5251,0,105,8,1
27.1238,24.33,4,2.4333,1,20,11,1
45.0994,21.29,4,1.4191,1,12,16,1
1.8495,875.9,21,33.6886,0,138,27,0
5.5379,357.53,28,11.1729,0,127,33,0
5.4662,131.72,7,11.9744,0,130,12,0
9.6437,186.65,22,6.4362,0,146,30,0
17.5419,34.2,4,3.8004,0,135,10,0
2.5297,758.97,24,24.483,0,135,32,0
9.8158,165.04,18,6.3477,0,139,27,0
2.9175,473.0,16,21.5,0,121,23,0
2.3576,865.28,30,26.2207,0,137,34,0
2.1528,891.88,23,28.7702,0,131,32,0
161.2717,21.21,1,0.3787,1,35,57,1
153.7956,3.12,3,0.4459,0,95,8,1
29.0948,53.62,2,2.1447,1,35,26,1
2.6518,22.63,1,0,1,75,1,1
2.3357,231.2,3,28.8997,0,104,9,0
1.7584,682.45,19,35.9185,0,91,20,0
54.7097,16.45,8,1.175,1,28,15,1
2.8556,315.17,10,22.5119,0,116,15,0
2.6155,779.97,29,23.6353,0,92,34,0
5.9105,142.12,11,10.9323,0,136,14,0
11.3125,26.52,5,6.6298,1,85,5,1
2.1794,770.86,27,28.5505,0,155,28,0
3.0037,659.19,25,20.5996,0,107,33,0
7.065,229.3,24,8.8192,0,135,27,0
2.4183,818.76,30,25.5863,0,155,33,0
1.5744,762.17,12,40.1144,0,147,20,0
14.5831,123.43,27,4.2562,0,130,30,0
2.2199,621.64,17,28.2564,0,133,23,0
3.5359,203.63,9,18.5117,0,136,12,0
2.5131,811.76,31,24.5988,0,95,34,0
2.4351,295.68,4,26.8801,0,134,12,0
2.4011,574.73,20,26.1241,0,127,23,0
0.8118,739.11,10,82.1231,0,146,10,0
2.7882,710.13,24,22.1915,0,130,33,0
9.2274,123.54,14,6.8636,0,104,19,0
2.6747,717.84,32,23.1561,0,128,32,0
4.2613,295.68,19,14.7842,0,112,21,0
7.5464,222.62,22,8.2453,0,141,28,0
0.8603,697.41,10,77.49,0,139,10,0
5.1115,293.46,23,12.2274,0,145,25,0
0.9783,797.29,9,66.441,0,138,13,0
152.1624,2.76,7,0.46,0,95,7,1
3.5358,33.94,2,33.9384,1,85,2,1
6.6106,254.14,25,9.4125,0,103,28,0
0.9424,827.63,9,68.9695,0,131,13,0
0.8621,417.6,4,83.5198,0,140,6,0
6.3617,226.35,23,9.8414,0,112,24,0
10.0933,23.78,4,7.926,1,78,4,1
13.1124,118.97,18,4.7589,0,121,26,0
22.8346,26.28,6,2.9196,1,12,10,1
0.7806,691.78,9,86.4723,0,91,9,0
2.3974,700.77,26,25.9543,0,110,28,0
69.2167,15.6,3,0.9178,1,15,18,1
4.7504,442.07,28,13.002,0,138,35,0
21.5291,22.3,5,3.1851,1,25,8,1
3.5102,290.58,7,18.1613,0,124,17,0
11.6615,30.87,4,6.1742,0,108,6,0
2.3536,433.38,14,27.086,0,119,17,0
143.3383,41.02,1,0.4229,1,52,98,1
40.2907,11.91,5,1.7019,1,12,8,1
101.9632,8.24,3,0.6337,1,18,14,1
4.0281,476.65,30,15.3758,0,137,32,0
32.4157,49.98,25,1.9221,0,113,27,0
17.9537,113.63,25,3.4432,0,118,34,0
2.8945,663.32,23,21.3975,0,117,32,0
428.5396,0.7,3,0.175,0,105,5,1
0.7464,803.82,9,89.3135,0,149,10,0
4.8677,357.46,23,12.7665,0,136,29,0
146.5814,33.97,1,0.4143,1,65,83,1
0.7748,542.1,2,90.3495,0,106,7,0
2.0082,836.58,27,30.9844,0,131,28,0
453.0946,1.32,8,0.1471,0,85,10,1
2.1125,568.06,12,29.8979,0,142,20,0
52.7117,7.97,4,1.328,1,35,7,1
0.8962,736.43,5,73.6432,0,118,11,0
5.6208,32.02,3,16.0119,1,82,3,1
6.4191,271.07,25,9.681,0,109,29,0
6.5722,182.59,16,9.6098,0,125,20,0
200.6953,16.44,2,0.3045,1,65,55,1
51.3861,43.2,4,1.2001,1,35,37,1
4.3853,191.55,7,14.7346,0,160,14,0
0.4804,749.41,4,149.8824,0,98,6,0
14.0431,102.54,14,4.4583,0,142,24,0
67.3344,2.67,3,1.3366,0,98,3,1
1.0747,334.98,4,66.9966,0,99,6,0
2.5898,208.51,1,26.0641,0,129,9,0
3.471,242.0,4,18.6155,0,111,14,0
101.0727,57.58,4,0.5998,1,42,97,1
3.2749,384.74,20,19.2372,0,139,21,0
111.0189,4.32,6,0.6177,0,76,8,1
2.1268,28.21,1,0,1,90,1,1
4.0025,164.9,9,16.4896,0,110,11,0
19.5124,18.45,6,3.69,1,78,6,1
0.8329,792.41,3,79.2415,0,108,11,0
115.8741,22.27,3,0.5301,1,58,43,1
3.7382,240.76,13,17.1969,0,140,15,0
3.5086,478.82,26,17.7343,0,156,28,0
1.6404,841.26,19,38.2393,0,107,23,0
57.2051,15.73,7,1.1238,1,15,15,1
5.9389,111.13,1,11.1131,0,98,11,0
3.9893,90.24,6,18.0482,0,156,6,0
10.0146,209.69,33,6.1675,0,107,35,0
1.2174,837.86,14,52.3665,0,122,17,0
73.1707,51.66,3,0.8332,1,35,63,1
11.9123,95.7,10,5.3166,0,153,19,0
77.3574,18.61,6,0.8093,1,30,24,1
0.9256,842.72,7,70.2267,0,112,13,0
3.833,313.07,10,16.4773,0,152,20,0
1.6053,485.9,6,40.4913,0,119,13,0
12.8019,98.42,15,4.9211,0,120,21,0
2.0189,891.59,25,30.7443,0,133,30,0
42.0265,19.99,7,1.5375,1,28,14,1
43.1007,32.02,2,1.4554,1,48,23,1
8.3971,42.87,6,8.5744,1,93,6,1
2.391,677.55,22,26.0596,0,130,27,0
110.8841,2.16,3,0.7215,0,85,4,1
25.8028,20.93,2,2.616,1,28,9,1
76.2466,52.72,1,0.7988,1,58,67,1
1.8056,33.23,1,0,1,93,1,1
1.0173,589.81,9,65.5349,0,100,10,0
32.3878,55.58,21,1.9164,0,123,30,0
4.756,88.31,4,14.7182,0,99,7,0
105.2135,3.99,7,0.6653,0,72,7,1
1.8025,765.62,16,34.8008,0,124,23,0
117.5955,28.06,5,0.5197,1,42,55,1
169.1807,3.55,3,0.3941,0,80,10,1
1.5137,436.03,11,43.6027,0,144,11,0
413.9732,13.91,1,0.1465,1,55,96,1
3.5423,508.15,21,17.5223,0,142,30,0
4.3741,370.36,22,14.2446,0,125,27,0
14.5071,20.68,3,5.1699,1,24,5,1
5.4901,295.08,18,11.3491,0,127,27,0
679.6228,0.88,6,0.0981,0,85,10,1
15.9231,75.36,16,3.9664,0,156,20,0
38.8886,16.97,8,1.6972,1,15,11,1
16.1026,26.08,6,4.3471,1,18,7,1
114.1302,42.58,3,0.5323,1,42,81,1
8.0179,37.42,5,9.3541,1,88,5,1
57.9628,53.83,4,1.0554,1,42,52,1
2.609,321.96,9,24.7662,0,113,14,0
2.4779,799.06,24,24.9707,0,143,33,0
2.2469,213.63,1,30.5185,0,154,8,0
9.3078,219.17,25,6.6415,0,124,34,0
1.3694,525.78,10,47.7978,0,100,12,0
2.5004,311.95,13,25.9954,0,108,13,0
20.6579,11.62,4,3.8726,1,90,4,1
0.9352,898.16,12,69.0892,0,138,14,0
0.6208,676.57,6,112.7619,0,149,7,0
32.7498,20.15,3,2.0153,1,24,11,1
2.3125,285.4,8,28.54,0,119,11,0
91.9261,42.43,4,0.6629,1,65,65,1
127.9577,2.34,3,0.5861,0,92,5,1
59.1282,24.35,4,1.0589,1,12,24,1
93.8411,4.48,5,0.7459,0,88,7,1
300.2817,2.0,5,0.222,0,98,10,1
1.9031,725.13,21,32.9602,0,117,23,0
1.6281,700.19,19,38.8993,0,107,19,0
0.8157,882.7,7,80.2458,0,134,12,0
17.9414,117.05,33,3.4426,0,144,35,0
1.1189,857.98,10,57.1989,0,123,16,0
2.2262,377.32,4,29.0247,0,91,14,0
85.0728,31.74,3,0.7213,1,45,45,1
0.427,843.09,1,168.6174,0,111,6,0
2.5944,670.68,28,23.9527,0,121,29,0
1.9452,863.65,28,31.9872,0,153,28,0
88.881,9.45,6,0.727,1,35,14,1
5.0122,335.18,26,12.4141,0,150,28,0
13.0014,106.14,15,4.8247,0,118,23,0
3.8657,481.15,29,16.0384,0,113,31,0
7.8089,130.62,15,8.1638,0,124,17,0
7.6244,39.35,5,9.8368,1,86,5,1
8.5747,223.91,32,7.223,0,125,32,0
3.0003,459.95,16,20.907,0,114,23,0
0.5499,654.67,1,130.935,0,141,6,0
44.4571,17.55,3,1.4621,1,35,13,1
6.8509,306.53,26,9.0156,0,157,35,0
4.8886,233.2,16,12.9553,0,154,19,0
3.1506,361.84,18,20.102,0,108,19,0
18.4114,81.47,16,3.3946,0,131,25,0
1.4517,371.97,6,46.496,0,123,9,0
1.2504,479.86,9,53.3178,0,139,10,0
0.7268,660.4,5,94.3422,0,128,8,0
1.6035,299.34,5,42.7627,0,144,8,0
1.0001,779.94,11,64.9952,0,119,13,0
21.6145,27.76,5,3.0843,1,18,10,1
2.636,614.56,23,23.6368,0,122,27,0
5.0017,371.87,22,12.3958,0,102,31,0
3.0297,39.61,2,39.6077,1,82,2,1
1.2966,647.84,12,49.8336,0,111,14,0
3.348,609.32,31,18.4642,0,113,34,0
3.5633,555.66,31,17.3645,0,157,33,0
1.3939,731.74,15,45.734,0,140,17,0
63.3881,22.72,6,0.9877,1,15,24,1
31.1149,57.85,1,1.9948,1,55,30,1
2.4649,754.59,30,25.1531,0,134,31,0
80.0583,3.75,3,0.9368,0,105,5,1
1.5619,845.12,17,40.2437,0,93,22,0
3.7205,403.17,15,16.7989,0,112,25,0
5.0826,295.12,22,12.2969,0,115,25,0
3.228,315.99,12,19.7492,0,126,17,0
1.2306,780.11,7,52.0076,0,124,16,0
0.6277,860.28,1,107.5355,0,132,9,0
1.1514,260.56,2,65.1407,0,113,5,0
1.1782,407.41,1,58.2007,0,121,8,0
0.6052,892.21,7,111.5258,0,115,9,0
1.3401,537.28,8,48.8434,0,122,12,0
138.3559,3.9,3,0.4879,0,92,9,1
2.5566,398.96,15,24.935,0,131,17,0
4.8455,396.25,24,12.7821,0,95,32,0
5.76,302.08,20,10.7886,0,138,29,0
1.9607,673.24,16,32.0592,0,148,22,0
1.458,699.61,13,43.7255,0,113,17,0
29.8656,68.31,33,2.0699,0,142,34,0
3.2049,636.53,32,19.2888,0,114,34,0
2.9302,716.68,33,21.0789,0,123,35,0
0.4035,743.56,3,185.8903,0,117,5,0
1.817,660.42,17,34.7591,0,110,20,0
119.4178,6.53,3,0.5443,1,22,13,1
1.2502,863.86,11,50.8154,0,155,18,0
34.2775,14.0,8,2.0005,1,20,8,1
2.592,23.15,1,0,1,90,1,1
5.1867,242.93,15,12.1466,0,113,21,0
16.6523,21.62,2,4.3237,1,12,6,1
1.7669,679.15,18,35.7448,0,131,20,0
1.4248,421.12,6,46.7915,0,99,10,0
219.1644,15.33,4,0.2787,1,35,56,1
2.9098,371.16,12,21.8332,0,103,18,0
6.7558,204.27,13,9.285,0,138,23,0
101.8089,24.75,1,0.6037,1,35,42,1
74.5987,4.02,5,1.0054,0,98,5,1
91.3105,11.83,5,0.6958,1,24,18,1
31.1948,7.69,4,2.5645,1,92,4,1
0.897,602.03,7,75.254,0,111,9,0
3.9332,320.35,18,16.0177,0,145,21,0
5.2631,22.8,2,22.8004,1,85,2,1
2.424,569.3,13,25.8772,0,151,23,0
2.0054,688.15,13,31.2794,0,135,23,0
1.6665,684.08,17,38.0044,0,140,19,0
3.2331,575.31,27,19.1769,0,123,31,0
74.394,20.16,5,0.8401,1,30,25,1
6.4411,251.51,19,9.6734,0,98,27,0
3.1096,636.74,27,19.8983,0,123,33,0
2.2493,560.17,17,28.0086,0,157,21,0
63.0932,19.97,6,0.9985,1,12,21,1
350.911,1.2,7,0.1995,0,92,7,1
0.6781,796.34,2,99.5424,0,123,9,0
1.5831,416.9,3,41.6895,0,139,11,0
2.6329,797.59,35,23.4585,0,109,35,0
4.262,211.17,14,15.0834,0,104,15,0
0.8943,738.02,8,73.8022,0,100,11,0
74.7154,4.82,5,0.9637,0,95,6,1
0.5343,786.03,4,131.0057,0,139,7,0
2.8295,381.69,14,22.4522,0,144,18,0
57.1768,38.83,2,1.0785,1,60,37,1
3.2181,428.83,14,19.492,0,122,23,0
124.017,32.41,3,0.4911,1,60,67,1
132.2439,7.71,6,0.4821,1,22,17,1
349.6763,1.03,3,0.2059,0,105,6,1
6.4443,316.56,32,9.5927,0,138,34,0
197.536,11.85,1,0.3117,1,60,39,1
7.946,241.63,28,7.7945,0,104,32,0
12.5228,162.9,26,4.9365,0,125,34,0
6.3459,189.1,18,9.9526,0,146,20,0
0.561,855.62,1,122.2308,0,100,8,0
4.3251,277.45,18,14.6025,0,138,20,0
138.0752,3.91,8,0.4889,0,85,9,1
267.4057,2.02,7,0.2524,0,92,9,1
1.0859,442.01,6,63.1445,0,135,8,0
4.0237,432.44,21,15.4443,0,135,29,0
2.0254,740.58,16,30.8573,0,150,25,0
3.4457,400.5,15,18.2045,0,149,23,0
0.529,794.02,7,132.3363,0,136,7,0
3.8752,356.11,14,16.1867,0,110,23,0
2.7298,505.53,14,22.9784,0,119,23,0
42.8494,46.21,31,1.444,0,124,33,0
105.6913,24.98,3,0.5809,1,48,44,1
0.6101,491.75,1,122.9366,0,132,5,0
2.7416,196.97,4,24.6209,0,120,9,0
2.3544,382.26,9,27.3046,0,147,15,0
30.7668,64.36,30,2.0111,0,94,33,0
5.1177,199.31,8,12.4568,0,128,17,0
7.6692,31.29,4,10.4313,1,88,4,1
0.6003,499.74,5,124.935,0,136,5,0
125.4896,3.83,7,0.5464,0,76,8,1
7.8828,22.83,3,11.4173,1,75,3,1
229.7789,2.35,9,0.2938,0,76,9,1
1.2214,294.73,3,58.9465,0,136,6,0
115.0793,10.95,6,0.5474,1,18,21,1
3.4076,528.23,25,18.2148,0,142,30,0
0.5038,714.51,2,142.9023,0,159,6,0
1.0079,833.42,5,64.1096,0,117,14,0
93.1563,23.19,4,0.6625,1,58,36,1
2.6976,556.05,24,23.1689,0,124,25,0
1.6534,544.32,8,38.8799,0,128,15,0
116.1448,20.66,2,0.5298,1,48,40,1
4.2438,155.52,3,15.5522,0,107,11,0
1.8587,774.74,22,33.6844,0,132,24,0
45.7855,20.97,7,1.3978,1,20,16,1
119.9311,10.51,4,0.5253,1,12,21,1
0.8079,816.95,7,81.6945,0,145,11,0
1.9116,564.98,8,33.2343,0,128,18,0
94.9678,3.16,5,0.7897,0,80,5,1
2.3625,126.98,1,31.7458,0,140,5,0
4.397,286.56,19,14.3281,0,110,21,0
3.2229,651.59,33,19.1645,0,108,35,0
551.2041,0.76,4,0.127,0,105,7,1
1.0967,656.49,12,59.6811,0,93,12,0
5.0377,226.29,11,12.5719,0,131,19,0
158.0922,3.04,6,0.4337,0,80,8,1
53.5007,37.01,1,1.1565,1,42,33,1
80.7782,57.19,3,0.7525,1,35,77,1
9.5293,37.78,6,7.5557,1,85,6,1
7.111,126.56,8,9.0403,0,112,15,0
1.5353,703.44,17,41.379,0,154,18,0
1.3059,505.39,5,50.5389,0,97,11,0
0.7447,644.57,8,92.0818,0,124,8,0
3.0908,58.24,3,29.1184,1,93,3,1
15.1677,122.63,24,4.0876,0,104,31,0
32.6972,14.68,6,2.0972,1,12,8,1
2.1673,664.43,22,28.8883,0,124,24,0
177.4839,2.37,6,0.3944,0,76,7,1
68.15,57.23,3,0.8942,1,35,65,1
1.2473,865.89,18,50.9344,0,125,18,0
7.3156,278.86,30,8.4502,0,106,34,0
21.9116,76.67,25,2.8397,0,140,28,0
72.3856,55.54,4,0.8415,1,65,67,1
0.7286,823.48,10,91.498,0,150,10,0
69.787,2.58,3,1.2896,0,76,3,1
2.2754,553.76,19,27.6878,0,113,21,0
1.0884,551.26,3,61.2515,0,113,10,0
0.6797,794.44,1,99.3047,0,122,9,0
0.5711,630.37,3,126.0747,0,91,6,0
1.5701,840.7,16,40.0336,0,132,22,0
0.9313,515.43,7,73.6326,0,117,8,0
3.0791,116.92,6,23.3835,0,97,6,0
0.4286,699.97,3,174.9915,0,138,5,0
1.8257,328.63,6,36.5149,0,123,10,0
3.1075,540.62,25,20.023,0,100,28,0
79.5531,18.86,7,0.7856,1,15,25,1
120.901,4.96,3,0.5514,0,98,10,1
92.5457,53.16,1,0.6563,1,45,82,1
88.3199,26.49,5,0.6972,1,60,39,1
2.501,743.7,22,24.7901,0,96,31,0
4.3313,457.13,30,14.2854,0,128,33,0
106.4228,41.72,4,0.5715,1,65,74,1
4.0561,59.17,4,19.7234,1,85,4,1
4.1608,57.68,4,19.2271,1,75,4,1
0.4598,783.0,1,156.6009,0,113,6,0
2.9136,411.86,12,21.6767,0,117,20,0
0.5991,600.87,4,120.1741,0,126,6,0
136.1652,3.53,5,0.5036,0,88,8,1
6.024,318.72,22,10.2814,0,118,32,0
1.0438,747.29,6,62.274,0,135,13,0
4.4574,53.84,4,17.9478,1,88,4,1
2.6209,709.69,25,23.6564,0,152,31,0
2.7192,507.5,16,23.068,0,133,23,0
25.8286,13.94,6,2.7876,1,18,6,1
1.1892,403.62,5,57.6595,0,112,8,0
1.207,646.26,13,53.8547,0,116,13,0
3.1882,602.21,31,19.4263,0,115,32,0
1.0377,462.58,3,66.0831,0,123,8,0
6.192,242.25,23,10.0936,0,160,25,0
0.7765,849.94,2,84.9944,0,131,11,0
11.5596,155.71,22,5.3695,0,145,30,0
2.9614,486.26,16,21.1417,0,113,24,0
7.492,264.28,25,8.2588,0,139,33,0
176.9767,6.1,4,0.359,1,20,18,1
1.6565,615.77,15,38.4856,0,125,17,0
19.8715,33.21,9,3.3213,0,159,11,0
0.9724,678.77,4,67.8766,0,106,11,0
3.9895,270.71,13,15.9242,0,160,18,0
2.3433,588.92,19,26.769,0,120,23,0
5.3359,292.36,20,11.6944,0,133,26,0
1.3149,684.47,5,48.8908,0,122,15,0
43.7775,8.22,3,1.6447,1,30,6,1
1.7504,582.71,16,36.4193,0,122,17,0
3.8571,451.12,19,16.1114,0,134,29,0
1.2186,886.3,11,52.135,0,117,18,0
28.7348,27.14,3,2.2621,1,22,13,1
3.0384,671.4,32,20.3453,0,128,34,0
0.6631,814.32,4,101.7903,0,121,9,0
1.1637,618.73,3,56.248,0,110,12,0
2.4064,448.8,14,26.4001,0,117,18,0
67.6252,2.66,3,1.3309,0,95,3,1
4.8911,171.74,6,13.2107,0,155,14,0
92.9823,47.75,4,0.6541,1,38,74,1
3.4824,430.74,23,17.9474,0,124,25,0
3.3284,234.34,11,19.5287,0,99,13,0
1.0866,883.52,12,58.9013,0,113,16,0
59.8935,51.09,4,1.0218,1,55,51,1
34.3318,20.97,2,1.9065,1,18,12,1
2.7366,657.75,21,22.681,0,95,30,0
2.1768,523.7,14,29.0943,0,133,19,0
82.3652,56.82,3,0.7379,1,35,78,1
10.6127,141.34,17,5.8892,0,128,25,0
1.6771,536.64,15,38.3318,0,111,15,0
79.723,38.38,3,0.7677,1,35,51,1
4.2279,454.13,28,14.6493,0,123,32,0
9.5759,206.77,29,6.4615,0,154,33,0
5.5778,150.6,11,11.5843,0,108,14,0
3.7448,496.68,29,16.5561,0,112,31,0
10.2673,35.06,6,7.0126,1,95,6,1
7.59,268.78,27,8.1447,0,121,34,0
4.0898,410.78,24,15.2139,0,142,28,0
151.6407,3.96,7,0.4396,0,105,10,1
1.9294,590.87,10,32.8259,0,123,19,0
70.2961,31.58,3,0.8772,1,52,37,1
1.5172,790.91,15,41.6271,0,137,20,0
16.357,91.7,19,3.821,0,97,25,0
8.385,178.89,18,7.4538,0,114,25,0
131.2125,3.2,3,0.5335,0,92,7,1
84.8312,8.49,8,0.7716,1,20,12,1
1.8602,870.85,17,33.4943,0,119,27,0
4.1929,314.82,16,14.9914,0,149,22,0
22.6793,44.97,14,2.8109,0,150,17,0
10.9069,181.54,23,5.673,0,142,33,0
117.2101,38.9,3,0.5187,1,52,76,1
3.1092,385.95,17,20.313,0,105,20,0
117.622,47.95,5,0.5156,1,58,94,1
